Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
0,"Noor Shafina Mohd Nor, Azriyanti Anuar Zaini, Muhammad Yazid Jalaludin","Self-care management among children and adolescents with diabetes mellitus in Malaysia.",2023,"Journal of child health care : for professionals working with children in the hospital and community","","","",314,"2023-04-11 18:38:36","Journal Article","10.1177/13674935231168911","1741-2889","",,,2147483647,,0,0.00,0,3,1,"The study aimed to evaluate diabetes self-care among diabetic children and adolescents and compare with glycaemic control. Summary of Diabetes Self-Care Activities (SDSCA) questionnaire was distributed to patients aged 10-18 years with types 1 and 2 diabetes mellitus (DM) at paediatric diabetes clinics in Malaysia. Haemoglobin A1c levels were measured after questionnaire completion. A total of 106 patients completed the questionnaire with a mean age of 13.91 (± SD 2.48) years. Mean haemoglobin A1c and SDSCA score were 9.78 (± SD 2.43)% and 19.09 (± SD 5.81), respectively. Type 1 DM patients had significantly higher haemoglobin A1c (10.11 95% CI [9.62, 10.59] vs 8.38 95% CI [7.13, 9.62]). Total score was higher in type 1 DM although not statistically significant (19.32 95% CI [18.21, 20.43] vs 18.08 95% CI [14.28, 21.87]). Blood glucose testing score was significantly higher in type 1 DM (5.24 95% CI [4.82, 5.66] vs 3.50 95% CI [2.23, 4.77]). There was statistically significant negative correlation between score in diet subcategory and haemoglobin A1c. In conclusion, self-care activities among diabetic children and adolescents are still suboptimal. Self-care activities on blood glucose testing are significantly better in type 1 DM. Diet section correlated well with glycaemic control necessitating further research.","",""
0,"","Erratum for ""An ultra-long-acting recombinant insulin for the treatment of diabetes mellitus in cats"".",2023,"Journal of veterinary internal medicine","","","",315,"2023-04-11 18:38:36","Published Erratum","10.1111/jvim.16706","1939-1676","",,,,,0,0.00,0,0,1,"","",""
0,"Raffaele Palladino, Ruth Ann Marrie, Azeem Majeed, Jeremy Chataway","Management of vascular risk in people with multiple sclerosis at the time of diagnosis in England: A population-based study.",2023,"Multiple sclerosis (Houndmills, Basingstoke, England)","","","",316,"2023-04-11 18:38:36","Journal Article","10.1177/13524585231164296","1477-0970","",,,2147483647,,0,0.00,0,4,1,"Vascular management in People with Multiple Sclerosis (PwMS) is important given the higher vascular burden than the general population, associated with increased disability and mortality. We assessed differences in the prevalence of type 2 diabetes and hypertension; and the use of antidiabetic, antihypertensive and lipid-lowering medications at the time of the MS diagnosis. This is a population-based study including PwMS and matched controls between 1987 and 2018 in England. We identified 12,251 PwMS and 72,572 matched controls. PwMS had a 30% increased prevalence of type 2 diabetes (95% confidence interval (CI) = 1.19, 1.42). Among those with type 2 diabetes, PwMS had a 56% lower prevalence of antidiabetic usage (95% CI = 0.33, 0.58). Prevalence of hypertension was 6% greater in PwMS (95% CI = 1.05, 1.06), but in those with hypertension, usage of antihypertensive was 66% lower in PwMS (95% CI = 0.28, 0.42) than controls. Treatment with lipid-lowering medications was 63% lower in PwMS (95% CI = 0.54, 0.74). PwMS had a 0.4-mm Hg lower systolic blood pressure (95% CI = -0.60, -0.13). 3.8% of PwMS were frail. At the time of diagnosis, PwMS have an increased prevalence of vascular risk factors, including hypertension and diabetes though paradoxically, there is poorer treatment. Clinical guidelines supporting appropriate vascular assessment and management in PwMS should be developed.","",""
0,"Anna K Becker, Alexandru Babes, Miriam M Düll, Mohammad Khalil, Zoltan Kender, Jan Gröner, Barbara Namer, Peter W Reeh, Susanne K Sauer","Spontaneous activity of specific C-nociceptor subtypes from diabetic patients and mice: involvement of reactive dicarbonyl compounds and (sensitized) transient receptor potential channel A1.",2023,"Journal of the peripheral nervous system : JPNS","","","",317,"2023-04-11 18:38:36","Case Reports","10.1111/jns.12546","1529-8027","",,,,,0,0.00,0,9,1,"Diabetic metabolism causes changes of the chemical milieu including accumulation of reactive carbonyl species, e.g. methylglyoxal (MGO). MGO activates chemosensitive TRPA1 on nociceptors, but the contribution to neuronal pathophysiology causing pain and hyperalgesia in diabetic neuropathy is not fully understood. We employed single-nerve-fiber recordings in type 2 diabetes patients with (spDN) and without cutaneous pain (DN) and in streptozotocin-diabetic and healthy mice. In mice, we measured Ca++ transients in cultured DRG neurons and stimulated CGRP release from hairy skin. In diabetic patients we recorded a large proportion of pathologically altered nerve C-fibers (79%). In spDN patients we found a higher percentage (72%) of spontaneously active C- nociceptors than in DN patients (15%). The proportion of spontaneous activity was highest among pathological fibers with mechanoinsensitive fiber properties which are particularly sensitive to MGO in contrast to mechanosensitive fibers. Mouse polymodal nociceptors, in contrast to purely mechanosensitive C-fibers, showed highest prevalence of TRPA1-related chemosensitivity. In diabetic mice about 37% of polymodal nociceptors developed spontaneous activity and exhibited significantly greater MGO responses, indicating sensitized TRPA1 receptors. Low-threshold mechanosensitive Aδ-fibers were vigorously activated by MGO but independently of TRPA1 activation. Our translational findings suggest that TRPA1-expressing C-nociceptors, which in human correspond to mechanoinsensitive and in mice to polymodal nociceptors, are especially vulnerable to develop spontaneous activity. Those two different nociceptor classes might share the functional role as dicarbonyl-sensitive chemosensors and represent the critical nociceptor population that support the development of pain and hyperalgesia in diabetic neuropathy.","",""
0,"Pooja Kansra, Sumit Oberoi","Cost of diabetes and its complications: results from a STEPS survey in Punjab, India.",2023,"Global health research and policy","","","",318,"2023-04-11 18:38:36","Journal Article","10.1186/s41256-023-00293-3","2397-0642","",8,1,11,,0,0.00,0,2,1,"Diabetes mellitus is an obtrusive universal health emergency in developed and developing countries, including India. With the exponential rise of epidemiological conditions, the costs of treating and managing diabetes are on an upsurge. This study aimed to estimate the cost of diabetes and determine the determinants of the total cost among diabetic patients. This cross-sectional study was executed in the northern state of Punjab, India. It involves the multi-stage area sampling technique and data was collected through a self-structured questionnaire adapted following the ""WHO STEPS Surveillance"" manual. Mann-Whitney U and Kruskal-Wallis tests were performed to compare the cost differences in socio-demographic variables. Lastly, multiple linear regression was conducted to determine and evaluate the association of the dependent variable with numerous influential determinants. The urban respondents' average direct and indirect costs are higher than rural respondents. Age manifests very eccentric results; the highest mean direct outpatient care expenditure of ₹52,104 was incurred by the respondents below 20 years of age. Gender, complications, income, history of diabetes and work status were statistically significant determinants of the total cost. Study reports a rapid increase in the median annual direct and indirect cost from ₹15,460 and ₹3572 in 1999 to ₹34,100 and ₹4200 in 2021. The present study highlights that the economic jeopardy of diabetes can be managed by educating people about diabetes and its associated risk factors. The economic burden of diabetes could be restrained by formulating new health policies and promoting the use of generic medicines. The result of the study directs that expenditure on outpatient care is to be reimbursed under the 'Ayushman Bharat-Sarbat Sehat Bima Yojana'.","",""
0,"Guoying Wang, Richard Xu, Boyang Zhang, Xiumei Hong, Tami R Bartell, Colleen Pearson, Liming Liang, Xiaobin Wang","Impact of intrauterine exposure to maternal diabetes on preterm birth: fetal DNA methylation alteration is an important mediator.",2023,"Clinical epigenetics","","","",319,"2023-04-11 18:38:36","Journal Article","10.1186/s13148-023-01473-1","1868-7083","",15,1,59,,0,0.00,0,8,1,"In utero exposure to diabetes has been shown to contribute to preterm birth, though the underlying biological mechanisms are yet to be fully elucidated. Fetal epigenetic variations established in utero may be a possible pathway. This study aimed to investigate whether in utero exposure to diabetes was associated with a change in newborn DNA methylation, and whether the identified CpG sites mediate the association between diabetes and preterm birth in a racially diverse birth cohort population. This study included 954 mother-newborn pairs. Methylation levels in the cord blood were determined using the Illumina Infinium MethylationEPIC BeadChip 850 K array platform. In utero exposure to diabetes was defined by the presence of maternal pregestational or gestational diabetes. Preterm birth was defined as gestational age at birth less than 37 weeks. Linear regression analysis was employed to identify differentially methylated CpG sites. Differentially methylated regions were identified using the DMRcate Package. 126 (13%) newborns were born to mothers with diabetes in pregnancy and 173 (18%) newborns were born preterm, while 41 newborns were born both preterm and to mothers with diabetes in pregnancy. Genomic-wide CpG analysis found that eighteen CpG sites in cord blood were differentially methylated by maternal diabetes status at an FDR threshold of 5%. These significant CpG sites were mapped to 12 known genes, one of which was annotated to gene Major Histocompatibility Complex, Class II, DM Beta (HLA-DMB). Consistently, one of the two identified significant methylated regions overlapped with HLA-DMB. The identified differentially methylated CpG sites mediated the association between diabetes in pregnancy and preterm birth by 61%. In this US birth cohort, we found that maternal diabetes was associated with altered fetal DNA methylation patterns, which substantially explained the link between diabetes and preterm birth.","",""
0,"Dongmei Wei, Vannina González-Marrachelli, Jesus D Melgarejo, Chia-Te Liao, Angie Hu, Stefan Janssens, Peter Verhamme, Lucas Van Aelst, Thomas Vanassche, Josep Redon, Maria Tellez-Plaza, Juan C Martin-Escudero, Daniel Monleon, Zhen-Yu Zhang","Cardiovascular risk of metabolically healthy obesity in two european populations: Prevention potential from a metabolomic study.",2023,"Cardiovascular diabetology","","","",320,"2023-04-11 18:38:36","Journal Article","10.1186/s12933-023-01815-6","1475-2840","",22,1,82,,0,0.00,0,14,1,"A new definition of metabolically healthy obesity (MHO) has recently been proposed to stratify the heterogeneous mortality risk of obesity. Metabolomic profiling provides clues to metabolic alterations beyond clinical definition. We aimed to evaluate the association between MHO and cardiovascular events and assess its metabolomic pattern. This prospective study included Europeans from two population-based studies, the FLEMENGHO and the Hortega study. A total of 2339 participants with follow-up were analyzed, including 2218 with metabolomic profiling. Metabolic health was developed from the third National Health and Nutrition Examination Survey and the UK biobank cohorts and defined as systolic blood pressure < 130 mmHg, no antihypertensive drugs, waist-to-hip ratio < 0.95 for women or 1.03 for men, and the absence of diabetes. BMI categories included normal weight, overweight, and obesity (BMI < 25, 25-30, ≥ 30 kg/m2). Participants were classified into six subgroups according to BMI category and metabolic healthy status. Outcomes were fatal and nonfatal composited cardiovascular events. Of 2339 participants, the mean age was 51 years, 1161 (49.6%) were women, 434 (18.6%) had obesity, 117 (5.0%) were classified as MHO, and both cohorts had similar characteristics. Over a median of 9.2-year (3.7-13.0) follow-up, 245 cardiovascular events occurred. Compared to those with metabolically healthy normal weight, individuals with metabolic unhealthy status had a higher risk of cardiovascular events, regardless of BMI category (adjusted HR: 3.30 [95% CI: 1.73-6.28] for normal weight, 2.50 [95% CI: 1.34-4.66] for overweight, and 3.42 [95% CI: 1.81-6.44] for obesity), whereas those with MHO were not at increased risk of cardiovascular events (HR: 1.11 [95% CI: 0.36-3.45]). Factor analysis identified a metabolomic factor mainly associated with glucose regulation, which was associated with cardiovascular events (HR: 1.22 [95% CI: 1.10-1.36]). Individuals with MHO tended to present a higher metabolomic factor score than those with metabolically healthy normal weight (0.175 vs. -0.057, P = 0.019), and the score was comparable to metabolically unhealthy obesity (0.175 vs. -0.080, P = 0.91). Individuals with MHO may not present higher short-term cardiovascular risk but tend to have a metabolomic pattern associated with higher cardiovascular risk, emphasizing a need for early intervention.","",""
0,"Sepideh Soltani, Sara Beigrezaei, Mahsa Malekahmadi, Cain C T Clark, Shima Abdollahi","Circulating levels of adropin and diabetes: a systematic review and meta-analysis of observational studies.",2023,"BMC endocrine disorders","","","",321,"2023-04-11 18:38:36","Meta-Analysis","10.1186/s12902-023-01327-0","1472-6823","",23,1,73,,0,0.00,0,5,1,"Adropin, a newly identified regulatory protein has garnered attention given its potential role in metabolism regulation, especially glucose metabolism and insulin resistance. However, studies on the association between adropin and type 2 diabetes mellitus (T2DM) are equivocal. The aim of this study is to assess the association between serum adropin levels and T2DM using a systematic review and meta-analysis of observational studies. PubMed, Scopus, ISI Web of science, and Google Scholar were searched, up to August 2022, for studies that reported the association between serum levels of adropin in adults with T2DM compared to a control group without diabetes. A random-effect model was used to compute the pooled weighted mean difference (WMD) with 95% confidence intervals (CI). Meta-analysis of 15 studies (n = 2813 participants) revealed that the serum adropin concentrations were significantly lower in patients with T2DM compared with the control group (WMD= -0.60 ng/mL, 95% CI: -0.70 to -0.49; I2 = 99.5%). Subgroup analysis also found lower concentration of adropin in patients with T2DM who were otherwise healthy compared to a control group (n = 9; WMD=-0.04 ng/ml, 95% CI= -0.06 to -0.01, p = 0.002; I2 = 96.4). Our study showed adropin levels are lower in patients with diabetes compared to a control group without diabetes. However, the limitations of observational studies challenge the validity of the results, and further investigations are needed to confirm the veracity of these findings and additionally explore possible mechanisms.","",""
0,"Fuyuko Takahashi, Yoshitaka Hashimoto, Hiroshi Okada, Yuriko Kondo, Ayumi Kaji, Ryosuke Sakai, Yuka Kawate, Takuro Okamura, Naoko Nakanishi, Saori Majima, Takafumi Senmaru, Emi Ushigome, Masahide Hamaguchi, Mai Asano, Masahiro Yamazaki, Michiaki Fukui","Dental care and oral conditions are associated with the prevalence of sarcopenia in people with type 2 diabetes: a cross-sectional study.",2023,"BMC endocrine disorders","","","",322,"2023-04-11 18:38:36","Journal Article","10.1186/s12902-023-01331-4","1472-6823","",23,1,76,,0,0.00,0,16,1,"Insulin resistance, which is closely associated with type 2 diabetes mellitus (T2DM), is a cause of sarcopenia and people with T2DM have a high risk of sarcopenia. Keeping good oral condition by dental care is important for people with T2DM. Keeping good oral condition by dental care is important for people with T2DM. This study has investigated the association between dental care or oral conditions and sarcopenia in people with T2DM. Dental care and oral conditions were evaluated based on a self-reported questionnaire. Individuals with both low handgrip strength and low skeletal muscle mass index were diagnosed with sarcopenia. Among 266 people with T2DM, the proportions of sarcopenia, not having a family dentist, not having a toothbrushing behavior, poor chewing ability, and use of complete dentures were 18.0%, 30.5%, 33.1%, 25.2%, and 14.3%, respectively. The proportions of sarcopenia in people not having a family dentist (27.2% vs. 14.1%, p = 0.017), those with poor chewing ability (26.9% vs. 15.1%, p = 0.047), and use of complete dentures (36.8% vs. 14.9%, p = 0.002) were higher than those in people without. The proportion of sarcopenia in people without toothbrushing behavior tended to be higher than that in people with toothbrushing behavior (25.0% vs. 14.6%, p = 0.057). Not having a family dentist (adjusted odds ratio [OR] 2.48 [95% confidence interval (CI): 1.21-5.09], p = 0.013), poor chewing ability (adjusted OR 2.12 [95% CI: 1.01-4.46], p = 0.048), and use of complete dentures (adjusted OR 2.38 [95% CI: 1.01-5.99], p = 0.046) were related to the prevalence of sarcopenia. This study revealed that dental care and oral conditions were associated with the prevalence of sarcopenia.","",""
0,"Silvia A G de Vries, Jessica C G Bak, Carianne L Verheugt, Vincent A Stangenberger, Dick Mul, Michel W J M Wouters, Max Nieuwdorp, Theo C J Sas","Healthcare expenditure and technology use in pediatric diabetes care.",2023,"BMC endocrine disorders","","","",323,"2023-04-11 18:38:36","Journal Article","10.1186/s12902-023-01316-3","1472-6823","",23,1,72,,0,0.00,0,8,1,"Diabetes mellitus is one of the most common chronic diseases in childhood. With more advanced care options including ever-evolving technology, allocation of resources becomes increasingly important to guarantee equal care for all. Therefore, we investigated healthcare resource utilization, hospital costs, and its determinants in Dutch children with diabetes. We conducted a retrospective, observational analysis with hospital claims data of 5,474 children with diabetes mellitus treated in 64 hospitals across the Netherlands between 2019-2020. Total hospital costs were €33,002,652 per year, and most of these costs were diabetes-associated (€28,151,381; 85.3%). Mean annual diabetes costs were €5,143 per child, and treatment-related costs determined 61.8%. Diabetes technology significantly increased yearly diabetes costs compared to no technology: insulin pumps € 4,759 (28.7% of children), Real-Time Continuous Glucose Monitoring € 7,259 (2.1% of children), and the combination of these treatment modalities € 9,579 (27.3% of children). Technology use increased treatment costs significantly (5.9 - 15.3 times), but lower all-cause hospitalisation rates were observed. In all age groups, diabetes technology use influenced healthcare consumption, yet in adolescence usage decreased and consumption patterns changed. These findings suggest that contemporary hospital costs of children with diabetes of all ages are driven primarily by the treatment of diabetes, with technology use as an important additive factor. The expected rise in technology use in the near future underlines the importance of insight into resource use and cost-effectiveness studies to evaluate if improved outcomes balance out these short-term costs of modern technology.","",""
0,"Li Zhang, Xuelei Ji, Jun Chen, Yu Zhu, Zhen Wang, Zhen Ma, Yu Wu, Faguo Wu, Zhangan Zheng","Does chronic low-dose aspirin use benefit bone health? A cross-sectional study on patients with type 2 diabetes mellitus.",2023,"BMC endocrine disorders","","","",324,"2023-04-11 18:38:36","Journal Article","10.1186/s12902-023-01309-2","1472-6823","",23,1,79,,0,0.00,0,9,1,"Numerous studies have reported the striking result that aspirin use is associated with higher bone mineral density (BMD), suggesting its potential as a population-wide osteoporosis prevention measure. Therefore, this study aimed to examine the impact of chronic low-dose aspirin use on bone remodeling biomarkers and BMD in an aging population. Between September and November of 2019, clinical data regarding the medication use, serum bone remodeling biomarkers, and BMD of 567 consecutively hospitalized patients, a minimum of 50 years old with type 2 diabetes mellitus (T2DM), were collected. The cross-sectional associations between chronic low-dose aspirin use and serum concentrations of bone remodeling biomarkers and BMD were estimated separately using linear regression. Potential confounding variables were controlled for, including age, sex, and comorbidities. Low-dose aspirin users had significantly lower serum bone alkaline phosphatase (BAP) concentrations than non-users (82.44 ± 28.03 U/L vs 90.71 ± 32.79 U/L, p = 0.025). On the other hand, low-dose aspirin users had insignificantly higher vertebral BMD (0.95 ± 0.19 vs 0.91 ± 0.21, p = 0.185), femoral neck BMD (0.80 ± 0.15 vs 0.78 ± 0.17, p = 0.309) and Ward's triangle BMD (0.46 ± 0.14 vs 0.44 ± 0.13, p = 0.209), regardless of adjustment. This cross-sectional study demonstrated that chronic use of low-dose aspirin was associated with significantly lower serum concentrations of BAP in hospitalized patients with T2DM. The mechanism causing the insignificantly higher BMD observed in chronic aspirin users in this study and the significant increments in BMD reported in previous studies requires further clarification in other clinical trials.","",""
0,"Christiana Nkiru Okafor, Christopher Olusanjo Akosile, Chiejina Edith Nkechi, Uchenna Prosper Okonkwo, Chinenye Mercy Nwankwo, Ijeoma Lewechi Okoronkwo, Pat Uzo Okpala, Anulika Johnson Afonne","Effect of educational intervention programme on the health-related quality of life (HRQOL) of individuals with type 2 diabetes mellitus in South-East, Nigeria.",2023,"BMC endocrine disorders","","","",325,"2023-04-11 18:38:36","Journal Article","10.1186/s12902-023-01329-y","1472-6823","",23,1,75,,0,0.00,0,8,1,"Diabetes is one of the most important chronic diseases that have a great impact on health as people with diabetes are constantly being reminded of their disease daily; they have to eat carefully, exercise, and test their blood glucose. They often feel challenged by their disease because of its day-to-day management demands and these affect their quality of life. The study aimed at determining the effect of an educational intervention program on the quality of life of Individuals with type 2 Diabetes Mellitus in South East, Nigeria. A quasi-experimental controlled study involving three hundred and eighty-two (382) type 2 DM persons recruited from the tertiary health institutions in South East, Nigeria, and randomly assigned to intervention and control groups respectively. Data was collected from the diabetic clinics of the health institutions using the SF - 36 questionnaires. Pretest data collection was done, and thereafter, education on self-care was given to the intervention group. After a 6months follow-up, post-test data were collected from both groups. Analysis was done using an Independent t-test, Analysis of Covariance (ANCOVA), Paired Samples Test, and Spearman rank order correlation at 0.05 alpha level. The control group indicated significantly higher mean HRQOL scores in most domains of the HRQOL before intervention (t = -1.927 to -6.072, p < 0.05). However, 6 months after the intervention, the mean HRQOL scores of the intervention group increased significantly in all the domains of HRQOL (p < 0.05) with an effect size of 0.14 (Eta squared). A comparison of the two groups shows a statistically significant difference (64.72 ± 10.96 vs. 58.85 ± 15.23; t = 4.349. p = 0.001) after the intervention. Age was inversely correlated with some domains of HRQOL; as age increases, HRQOL decreases in those domains. Gender had no significant influence on HRQOL. Educational intervention was effective in improving HRQOL in individuals with type 2 DM. Hence, it is recommended for inclusion in all diabetes care plans.","",""
0,"Yu-Jing Chen, Li-Zi Lin, Zhao-Yan Liu, Xin Wang, Shamshad Karatela, Yu-Xuan Wang, Shan-Shan Peng, Bi-Bo Jiang, Xiao-Xu Li, Nan Liu, Jin Jing, Li Cai","Association between maternal gestational diabetes and allergic diseases in offspring: a birth cohort study.",2023,"World journal of pediatrics : WJP","","","",326,"2023-04-11 18:38:36","Journal Article","10.1007/s12519-023-00710-0","1867-0687","",,,,,0,0.00,0,12,1,"Previous studies have linked gestational diabetes (GDM) with allergies in offspring. However, the effect of specific glucose metabolism metrics was not well characterized, and the role of polyunsaturated fatty acids (PUFAs), a modifier of metabolism and the immune system, was understudied. We aimed to investigate the association between maternal GDM and allergic diseases in children and the interaction between glucose metabolism and PUFAs on allergic outcomes. This prospective cohort study included 706 mother-child dyads from Guangzhou, China. Maternal GDM was diagnosed via a 75-g oral glucose tolerance test (OGTT), and dietary PUFAs were assessed using a validated food frequency questionnaire. Allergic disease diagnoses and the age of onset were obtained from medical records of children within three years old. Approximately 19.4% of women had GDM, and 51.3% of children had any allergic diseases. GDM was positively associated with any allergic diseases (hazard ratio [HR] 1.40; 95% confidence interval (CI) 1.05-1.88) and eczema (HR 1.44; 95% CI 1.02-1.97). A unit increase in OGTT after two hours (OGTT-2 h) glucose was associated with an 11% (95% CI 2%-21%) higher risk of any allergic diseases and a 17% (95% CI 1-36%) higher risk of food allergy. The positive associations between OGTT-2 h glucose and any allergic diseases were strengthened with decreased dietary a-linolenic acid (ALA) and increased n-6 PUFAs, linoleic acid (LA), LA/ALA ratio, and n-6/n-3 PUFA ratio. Maternal GDM was adversely associated with early-life allergic diseases, especially eczema. We were the first to identify OGTT-2 h glucose to be more sensitive in inducing allergy risk and that dietary PUFAs might modify the associations.","",""
0,"Timothy S Bailey, Bruce W Bode, Qianqian Wang, Alastair W Knights, Annette M Chang","Increased Time in Range with Ultra Rapid Lispro Treatment in Participants with Type 2 Diabetes: PRONTO-Time in Range.",2023,"Diabetes therapy : research, treatment and education of diabetes and related disorders","","","",327,"2023-04-11 18:38:36","Journal Article","10.1007/s13300-023-01400-w","1869-6953","",,,1,15,0,0.00,0,5,1,"To evaluate time in range metrics and HbA1c in people with type 2 diabetes (T2D) treated with ultra rapid lispro (URLi) using continuous glucose monitoring (CGM) for the first time in this population. This was a Phase 3b, 12-week, single-treatment study in adults with T2D on basal-bolus multiple daily injection (MDI) therapy using basal insulin glargine U-100 along with a rapid-acting insulin analog. Following a 4-week baseline period, 176 participants were newly treated with prandial URLi. Participants used unblinded CGM (Freestyle Libre). Primary endpoint was time in range (TIR) (70-180 mg/dl) during the daytime period at Week 12 compared to baseline with gated secondary endpoints of HbA1c change from baseline and 24-h TIR (70-180 mg/dl). Improved glycemic control was observed at Week 12 versus baseline including mean daytime TIR (change from baseline [Δ] 3.8%; P = 0.007), HbA1c (Δ - 0.44%; P < 0.001), and 24-h TIR (Δ 3.3%; P = 0.016) with no significant difference in time below range (TBR). After 12 weeks, there was a statistically significant decrease in postprandial glucose incremental area under curve, overall, across all meals, within 1 h (P = 0.005) or 2 h (P < 0.001) after the start of a meal. Basal, bolus, and total insulin dose were intensified with increased bolus/total dose ratio at Week 12 (50.7%) versus baseline (44.5%; P < 0.001). There were no severe hypoglycemia events during the treatment period. In people with T2D, URLi in an MDI regimen was efficacious with improved glycemic control including TIR, HbA1c, and postprandial glucose without increased hypoglycemia/TBR. CLINICAL TRIAL REGISTRATION NUMBER: NCT04605991.","",""
0,"Maximiliano Mollura, Francesca Baroncelli, Giulia Mandelli, Giovanni Tricella, Gary E Weissman, Daniele Poole, Pietro Caironi, Leo Anthony Celi, Riccardo Barbieri, Stefano Finazzi","Physiologic dead space is independently associated with mortality and discharge of mechanically ventilated patients with COVID-19 ARDS: a retrospective study.",2023,"Scientific reports","","","",328,"2023-04-11 18:38:36","Journal Article","10.1038/s41598-023-31999-6","2045-2322","",13,1,5719,,0,0.00,0,10,1,"Physiologic dead space is a well-established independent predictor of death in patients with acute respiratory distress syndrome (ARDS). Here, we explore the association between a surrogate measure of dead space (DS) and early outcomes of mechanically ventilated patients admitted to Intensive Care Unit (ICU) because of COVID-19-associated ARDS. Retrospective cohort study on data derived from Italian ICUs during the first year of the COVID-19 epidemic. A competing risk Cox proportional hazard model was applied to test for the association of DS with two competing outcomes (death or discharge from the ICU) while adjusting for confounders. The final population consisted of 401 patients from seven ICUs. A significant association of DS with both death (HR 1.204; CI 1.019-1.423; p = 0.029) and discharge (HR 0.434; CI 0.414-0.456; p [Formula: see text]) was noticed even when correcting for confounding factors (age, sex, chronic obstructive pulmonary disease, diabetes, PaO[Formula: see text]/FiO[Formula: see text], tidal volume, positive end-expiratory pressure, and systolic blood pressure). These results confirm the important association between DS and death or ICU discharge in mechanically ventilated patients with COVID-19-associated ARDS. Further work is needed to identify the optimal role of DS monitoring in this setting and to understand the physiological mechanisms underlying these associations.","",""
0,"Catriona Hilton, Rugivan Sabaratnam, Hal Drakesmith, Fredrik Karpe","Iron, glucose and fat metabolism and obesity: an intertwined relationship.",2023,"International journal of obesity (2005)","","","",329,"2023-04-11 18:38:36","Journal Article","10.1038/s41366-023-01299-0","1476-5497","",,,,,0,0.00,0,4,1,"A bidirectional relationship exists between adipose tissue metabolism and iron regulation. Total body fat, fat distribution and exercise influence iron status and components of the iron-regulatory pathway, including hepcidin and erythroferrone. Conversely, whole body and tissue iron stores associate with fat mass and distribution and glucose and lipid metabolism in adipose tissue, liver, and muscle. Manipulation of the iron-regulatory proteins erythroferrone and erythropoietin affects glucose and lipid metabolism. Several lines of evidence suggest that iron accumulation and metabolism may play a role in the development of metabolic diseases including obesity, type 2 diabetes, hyperlipidaemia and non-alcoholic fatty liver disease. In this review we summarise the current understanding of the relationship between iron homoeostasis and metabolic disease.","",""
0,"Liying Liang, Wenbiao Wang, Junzhe Chen, Wenjing Wu, Xiao-Ru Huang, Biao Wei, Yu Zhong, Ronald C W Ma, Xueqing Yu, Hui-Yao Lan","SARS-CoV-2 N protein induces acute kidney injury in diabetic mice via the Smad3-Ripk3/MLKL necroptosis pathway.",2023,"Signal transduction and targeted therapy","","","",330,"2023-04-11 18:38:36","Letter","10.1038/s41392-023-01410-x","2059-3635","",8,1,147,,0,0.00,0,10,1,"","",""
0,"Bahar Arıcan Tarım, Burçin Arıcan","Evaluation of oral health in different types of diabetes mellitus: A cross-sectional retrospective study.",2023,"Primary care diabetes","","","",331,"2023-04-11 18:38:36","Journal Article","10.1016/j.pcd.2023.04.002","1878-0210","",,,,,0,0.00,0,2,1,"It was aimed to compare the relationship between oral health and two types of diabetes mellitus (DM) using laboratory findings and oral health parameters. This retrospective study was conducted between 2021 and 2022. Type-I and Type-II diabetic patients who had laboratory findings and panoramic radiograph taken on the same day was included to the study. HbA1c, glucose, urea, LDL, HDL, AST, ALT, triglyceride, creatinine, positive and negative microalbuminuria levels on laboratory tests and, the number of root canal treated, missing, filled and decayed tooth on the panoramic radiograph were recorded. The obtained data were compared statistically to evaluate the association between diabetes type and oral health. A total of 101 patients, 51.5 % (n = 52) with Type-I diabetes and 49.5 % (n = 49) with Type-II diabetes, were included. The number of males (53.8 %) in Type-I DM group and the number of females (67.3 %) in Type-II DM group were statistically higher. The mean age of Type-II diabetic patients was higher than Type-I diabetic patients (p < 0.05). While the average number of teeth with caries per patient in the Type-1 diabetes group was 5, the average number of tooth loss per patient in the Type 2 group was 9. While Type-I diabetes could be a predisposing factor for dental caries, Type-II diabetes could be a predisposing factor for tooth loss.","",""
